Year,VideoCategoryId,Duration,Category Title,Duration_minutes
2020,28,864.2093023255813,Science & Technology,14.403488372093022
2020,29,873.2105263157895,Nonprofits & Activism,14.553508771929824
2021,1,880.03125,Film & Animation,14.6671875
2021,2,1054.1222222222225,Autos & Vehicles,17.568703703703708
2021,10,232.7816091954023,Music,3.879693486590038
2021,15,595.2934782608696,Pets & Animals,9.921557971014494
2021,17,2047.6753246753249,Sports,34.12792207792208
2021,19,1461.2045454545455,Travel & Events,24.353409090909093
2021,20,999.9186046511628,Gaming,16.66531007751938
2021,22,832.3048780487804,People & Blogs,13.871747967479674
2021,23,1102.1234567901236,Comedy,18.368724279835394
2021,24,933.2575757575758,Entertainment,15.554292929292929
2021,25,1765.392857142857,News & Politics,29.423214285714284
2021,26,812.8088235294117,Howto & Style,13.546813725490194
2021,27,1257.1162790697674,Education,20.951937984496123
2021,28,950.4239130434784,Science & Technology,15.84039855072464
2021,29,877.6142857142858,Nonprofits & Activism,14.626904761904763
2022,1,719.231884057971,Film & Animation,11.98719806763285
2022,2,916.551724137931,Autos & Vehicles,15.275862068965518
2022,10,208.35064935064932,Music,3.472510822510822
2022,15,585.8311688311688,Pets & Animals,9.763852813852814
2022,17,742.6666666666666,Sports,12.377777777777776
2022,19,1123.4929577464789,Travel & Events,18.72488262910798
2022,20,1060.2391304347825,Gaming,17.67065217391304
2022,22,438.66,People & Blogs,7.311000000000001
2022,23,1305.3283582089553,Comedy,21.75547263681592
2022,24,584.375,Entertainment,9.739583333333334
2022,25,1509.0298507462687,News & Politics,25.150497512437813
2022,26,741.9333333333333,Howto & Style,12.365555555555554
2022,27,2065.825,Education,34.430416666666666
2022,28,791.5064935064935,Science & Technology,13.191774891774891
2022,29,582.758064516129,Nonprofits & Activism,9.71263440860215
2023,1,1968.55223880597,Film & Animation,32.809203980099504
2023,2,617.4268292682926,Autos & Vehicles,10.290447154471543
2023,10,206.15584415584416,Music,3.4359307359307363
2023,15,262.9245283018868,Pets & Animals,4.382075471698114
2023,17,736.7948717948718,Sports,12.27991452991453
2023,19,335.8888888888889,Travel & Events,5.598148148148149
2023,20,1167.6296296296296,Gaming,19.460493827160494
2023,22,120.3061224489796,People & Blogs,2.0051020408163267
2023,23,113.04166666666669,Comedy,1.884027777777778
2023,24,266.4655172413793,Entertainment,4.441091954022989
2023,25,996.6712328767125,News & Politics,16.611187214611874
2023,26,184.6986301369863,Howto & Style,3.078310502283105
2023,27,354.20338983050846,Education,5.903389830508474
2023,28,577.8644067796611,Science & Technology,9.631073446327685
2023,29,383.0232558139535,Nonprofits & Activism,6.383720930232558
