Execution Date,Category ID,Quantity,Category Title
2024-03-15,22,14,People & Blogs
2024-03-15,23,17,Comedy
2024-03-15,24,27,Entertainment
2024-03-15,25,2,News & Politics
2024-03-15,26,7,Howto & Style
2024-03-18,1,4,Film & Animation
2024-03-18,10,18,Music
2024-03-18,15,1,Pets & Animals
2024-03-18,17,11,Sports
2024-03-18,19,2,Travel & Events
2024-03-18,20,2,Gaming
2024-03-18,22,12,People & Blogs
2024-03-18,23,15,Comedy
2024-03-18,24,26,Entertainment
2024-03-18,25,3,News & Politics
2024-03-18,26,6,Howto & Style
2024-03-19,1,4,Film & Animation
2024-03-19,10,18,Music
2024-03-19,15,1,Pets & Animals
2024-03-19,17,11,Sports
2024-03-19,19,2,Travel & Events
2024-03-19,20,3,Gaming
2024-03-19,22,13,People & Blogs
2024-03-19,23,14,Comedy
2024-03-19,24,25,Entertainment
2024-03-19,25,3,News & Politics
2024-03-19,26,6,Howto & Style
2024-03-20,1,4,Film & Animation
2024-03-20,10,17,Music
2024-03-20,15,1,Pets & Animals
2024-03-20,17,10,Sports
2024-03-20,19,2,Travel & Events
2024-03-20,20,4,Gaming
2024-03-20,22,13,People & Blogs
2024-03-20,23,13,Comedy
2024-03-20,24,26,Entertainment
2024-03-20,25,3,News & Politics
2024-03-20,26,7,Howto & Style
2024-03-21,1,3,Film & Animation
2024-03-21,10,14,Music
2024-03-21,15,1,Pets & Animals
2024-03-21,17,12,Sports
2024-03-21,19,2,Travel & Events
2024-03-21,20,4,Gaming
2024-03-21,22,11,People & Blogs
2024-03-21,23,13,Comedy
2024-03-21,24,29,Entertainment
2024-03-21,25,4,News & Politics
2024-03-21,26,7,Howto & Style
2024-03-22,1,3,Film & Animation
2024-03-22,10,16,Music
2024-03-22,15,1,Pets & Animals
2024-03-22,17,12,Sports
2024-03-22,19,2,Travel & Events
2024-03-22,20,3,Gaming
2024-03-22,22,8,People & Blogs
2024-03-22,23,13,Comedy
2024-03-22,24,32,Entertainment
2024-03-22,25,4,News & Politics
2024-03-22,26,5,Howto & Style
2024-03-22,28,1,Science & Technology
2024-03-23,1,2,Film & Animation
2024-03-23,2,1,Autos & Vehicles
2024-03-23,10,14,Music
2024-03-23,17,11,Sports
2024-03-23,19,2,Travel & Events
2024-03-23,20,5,Gaming
2024-03-23,22,8,People & Blogs
2024-03-23,23,12,Comedy
2024-03-23,24,33,Entertainment
2024-03-23,25,4,News & Politics
2024-03-23,26,5,Howto & Style
2024-03-23,27,2,Education
2024-03-23,28,1,Science & Technology
2024-03-24,1,3,Film & Animation
2024-03-24,2,1,Autos & Vehicles
2024-03-24,10,13,Music
2024-03-24,17,11,Sports
2024-03-24,19,2,Travel & Events
2024-03-24,20,5,Gaming
2024-03-24,22,9,People & Blogs
2024-03-24,23,11,Comedy
2024-03-24,24,32,Entertainment
2024-03-24,25,4,News & Politics
2024-03-24,26,6,Howto & Style
2024-03-24,27,2,Education
2024-03-24,28,1,Science & Technology
2024-03-25,1,2,Film & Animation
2024-03-25,2,1,Autos & Vehicles
2024-03-25,10,12,Music
2024-03-25,17,12,Sports
2024-03-25,19,2,Travel & Events
2024-03-25,20,5,Gaming
2024-03-25,22,11,People & Blogs
2024-03-25,23,10,Comedy
2024-03-25,24,34,Entertainment
2024-03-25,25,4,News & Politics
2024-03-25,26,4,Howto & Style
2024-03-25,27,2,Education
2024-03-25,28,1,Science & Technology
